MMSI,SOG,Longitude,Latitude,COG
71,11.9,-14.6082,8.43675,109
445,21.8,-14.3645,8.3575,115
238,6.7,-14.7919683,8.42247,244
445,21.7,-14.3636667,8.35716667,115
71,11.9,-14.6075667,8.43661667,108
445,21.7,-14.3628333,8.357,115
238,6.6,-14.7924217,8.422335,244
570,0,-13.9798333,8.35083333,36
238,6.5,-14.7927617,8.422235,245
445,21.6,-14.3603333,8.35616667,115
570,0.1,-13.9798333,8.35083333,50
71,11.8,-14.6053833,8.4361,109
445,21.5,-14.358,8.3555,115
445,21.5,-14.3571667,8.35533333,115
570,0.1,-13.9798333,8.35083333,103
570,0.1,-13.9798333,8.35083333,53
238,6.6,-14.7952633,8.42151333,245
71,11.8,-14.60155,8.43523333,108
445,21.3,-14.3523333,8.35383333,114
445,21.3,-14.3515,8.35366667,113
71,11.9,-14.6006,8.43503333,108
238,6.7,-14.7970833,8.42099833,245
71,11.9,-14.5980833,8.43446667,108
570,0.1,-13.9798333,8.35083333,83
445,21.1,-14.3458333,8.352,113
238,6.8,-14.797905,8.42073667,246
445,21.1,-14.3435,8.35133333,114
570,0.1,-13.9798333,8.35083333,316
71,11.9,-14.5958833,8.43395,109
71,11.9,-14.5944,8.4336,109
238,6.6,-14.7996817,8.4202,244
570,0.2,-13.9798333,8.35083333,103
445,21,-14.3378333,8.34966667,114
238,6.6,-14.8003867,8.41997333,245
71,11.9,-14.5912833,8.43283333,110
238,6.1,-14.801525,8.41963167,245
238,6.1,-14.8019017,8.419525,245
570,0.1,-13.9798333,8.35083333,29
238,6.2,-14.8027633,8.41928,246
570,0.1,-13.9798333,8.35083333,348
238,6.4,-14.804415,8.41874333,245
238,6.4,-14.805185,8.41852167,244
445,20.8,-14.3203333,8.34433333,114
445,20.8,-14.3196667,8.34416667,114
445,20.8,-14.3188333,8.34383333,114
71,12.2,-14.4559833,8.38933333,119
445,21.7,-14.1,8.27766667,114
238,6.7,-14.8755283,8.39539667,243
570,14.1,-13.8941667,8.29916667,141
419,17.5,-13.9812333,8.30676667,292
419,17.5,-13.9870333,8.30825,291
238,6.5,-14.8824083,8.393135,244
71,12.3,-14.4380333,8.38281667,118
445,21.7,-14.066,8.26766667,113
445,21.7,-14.0601667,8.266,113
419,17.8,-14.0088333,8.31376667,290
238,6.2,-14.8884383,8.391195,244
71,12.5,-14.4281167,8.37928333,117
570,14.2,-13.8723333,8.28166667,141
419,17.9,-14.0245167,8.31763333,290
71,11.9,-14.27325,8.33196667,112
948,13.6,-14.1354917,8.34136,292.7
419,17.4,-14.2424167,8.37775,295
238,6.5,-14.955855,8.35571667,205
71,12,-14.2648667,8.3296,111
419,17.3,-14.2530667,8.38091667,293
71,12,-14.25875,8.3279,112
948,13.2,-14.1815233,8.3546,294.3
238,6.4,-14.9655433,8.34185833,206
419,17.1,-14.3102167,8.39571667,292
71,11.8,-14.2171,8.31553333,114
238,6.1,-14.9693317,8.33628333,203
238,6.1,-14.9698483,8.33552333,203
419,17,-14.33345,8.40153333,291
419,17,-14.3343333,8.40176667,291
71,11.6,-14.2069167,8.3125,112
419,17,-14.33565,8.40211667,291
419,17,-14.3364167,8.40233333,292
71,11.6,-14.2054333,8.31208333,111
238,6,-14.9709517,8.334,205
238,5.8,-14.9712767,8.333485,205
419,16.9,-14.3420833,8.40391667,292
71,11.5,-14.2015667,8.31101667,112
238,5.9,-14.97192,8.33243,203
419,16.9,-14.3443667,8.40453333,292
419,16.9,-14.3449167,8.40466667,292
419,16.8,-14.34875,8.40568333,291
419,16.9,-14.34995,8.40598333,291
964,15.3,-14.9968233,8.48046833,90.3
964,15.3,-14.994905,8.480455,90.5
238,6.6,-14.9779667,8.31639,195
419,17.3,-14.4037833,8.42091667,292
948,12.9,-14.2600533,8.37827333,293
948,12.9,-14.2608733,8.37850333,292.5
419,17.3,-14.4055667,8.4214,292
419,17.3,-14.4064667,8.42165,292
71,11.9,-14.1579167,8.29816667,117
238,6.5,-14.9785567,8.31493833,195
381,10.1,-13.8342917,8.28047833,278.3
381,10,-13.8349117,8.28053833,277.5
419,17.4,-14.4107333,8.42281667,292
948,12.8,-14.2649967,8.37967833,292.9
948,12.8,-14.2658117,8.379905,292.9
419,17.4,-14.4124,8.4233,293
238,6.5,-14.97893,8.31405833,195
71,12,-14.1540667,8.29681667,117
419,17.4,-14.4146667,8.42395,293
419,17.4,-14.4151,8.42406667,293
71,11.9,-14.1525833,8.29631667,116
238,6.5,-14.9793567,8.31318667,196
381,10.2,-13.83846,8.280715,274
419,17.4,-14.4171833,8.4247,294
964,15.3,-14.98085,8.48026,92.6
948,12.8,-14.270735,8.38128,292.5
964,15.2,-14.9782967,8.48024667,90.4
419,17.4,-14.4211167,8.42591667,294
238,6.5,-14.9798683,8.31166,194
71,11.9,-14.1482,8.29486667,116
238,6.6,-14.9800283,8.31136,194
419,17.3,-14.423,8.42646667,294
419,17.3,-14.4239833,8.42676667,294
964,15.3,-14.9731933,8.480175,91.3
964,15.3,-14.971915,8.48015833,91.8
381,10,-13.8454233,8.281085,276.3
381,9.9,-13.846785,8.281205,278.1
381,10,-13.8474,8.281275,279.2
419,17.3,-14.43035,8.42866667,294
948,12.8,-14.2805433,8.384055,293.5
964,15.3,-14.9667917,8.48007667,91.9
419,17.3,-14.4321,8.42921667,294
964,15.3,-14.9661517,8.48007833,90.6
948,12.8,-14.2813733,8.38428833,293.9
964,15.3,-14.9655117,8.480075,90.9
238,6.3,-14.9812833,8.30818667,195
419,17.3,-14.4346167,8.43001667,295
419,17.3,-14.4361333,8.43051667,295
238,6.2,-14.9815467,8.307655,195
419,17.3,-14.43745,8.43091667,295
238,6.1,-14.9817233,8.30711833,195
964,15.3,-14.95921,8.479995,90.2
71,12.1,-14.1356167,8.29058333,115
964,15.3,-14.957825,8.47996667,90.8
419,17.3,-14.4414,8.4321,293
381,9.9,-13.85497,8.28218167,280.9
419,17.2,-14.4427333,8.43248333,293
238,6.1,-14.9823633,8.30537,195
964,15.3,-14.953355,8.47995167,89.4
948,12.7,-14.2911667,8.38704,292.4
419,17.3,-14.4461333,8.4335,294
948,12.7,-14.2919017,8.38724167,292.4
964,15.2,-14.95144,8.47995167,89.5
419,17.3,-14.4481,8.43411667,294
419,17.3,-14.4493,8.43448333,294
964,15.3,-14.948885,8.479965,89
892,13.9,-14.3062833,8.34778333,116
892,13.9,-14.3062833,8.34778333,116
59,16.6,-13.84553,8.223535,83.7
892,11.8,-13.8224167,8.2248,87
892,11.8,-13.8224167,8.2248,87
458,12.5,-14.306,8.34194833,115.3
458,12.5,-14.306,8.34194833,115.3
892,11.9,-13.8174667,8.22495,87
892,11.9,-13.8174667,8.22495,87
252,7,-14.19554,8.40986667,292.6
252,7,-14.19554,8.40986667,292.6
859,18.2,-14.31585,8.39756667,293
859,18.2,-14.31585,8.39756667,293
395,13,-14.8538,8.47631667,91
859,18,-14.3237333,8.40006667,293
458,12.5,-14.2918517,8.33748,116
859,18.1,-14.973,8.52883333,274
859,18.1,-14.973,8.52883333,274
300,17.5,-14.3481667,8.40721667,293
300,17.5,-14.3481667,8.40721667,293
300,17.5,-14.3491667,8.4075,293
300,17.5,-14.3491667,8.4075,293
300,17.5,-14.3613,8.41118333,295
300,17.5,-14.3613,8.41118333,295
300,17.5,-14.3627667,8.41163333,295
300,17.5,-14.3627667,8.41163333,295
300,17.5,-14.3653167,8.41241667,294
300,17.5,-14.3653167,8.41241667,294
252,7.9,-14.461255,8.48153833,289.6
252,7.9,-14.461255,8.48153833,289.6
300,17.5,-14.3700667,8.41385,294
300,17.5,-14.3700667,8.41385,294
300,17.4,-14.3721,8.41448333,294
300,17.4,-14.3721,8.41448333,294
300,17.4,-14.3746333,8.41525,294
300,17.4,-14.3746333,8.41525,294
252,8,-14.46527,8.48248167,289
252,8,-14.46527,8.48248167,289
896,14.8,-13.9828217,8.30282,291.4
896,14.8,-13.9828217,8.30282,291.4
300,17.4,-14.37695,8.41596667,294
300,17.4,-14.37695,8.41596667,294
896,14.8,-13.9852133,8.30346,291.2
896,14.8,-13.9852133,8.30346,291.2
300,17.4,-14.3786,8.41648333,295
300,17.4,-14.3786,8.41648333,295
252,8.1,-14.4684567,8.48317333,287.4
252,8.1,-14.4684567,8.48317333,287.4
300,17.3,-14.3839833,8.41808333,294
300,17.3,-14.3839833,8.41808333,294
300,17.3,-14.3851833,8.41843333,293
300,17.3,-14.3851833,8.41843333,293
300,17.3,-14.3891,8.4195,292
300,17.3,-14.3891,8.4195,292
896,14.8,-13.995545,8.30619833,291.6
896,14.8,-13.995545,8.30619833,291.6
896,14.8,-13.9966783,8.30651167,292.3
896,14.8,-13.9966783,8.30651167,292.3
300,17.3,-14.3915667,8.42016667,292
300,17.3,-14.3915667,8.42016667,292
458,13.1,-13.8196833,8.21960667,90.8
458,13.1,-13.8196833,8.21960667,90.8
300,17.4,-14.4040167,8.4237,293
300,17.4,-14.4052333,8.42403333,293
471,0,-14.6131667,8.36854833,162.5
300,17,-14.6826167,8.49881667,293
300,17,-14.68305,8.49895,293
300,17,-14.6843667,8.49933333,293
300,17,-14.6852333,8.4996,293
252,7,-14.6064933,8.52074,292.9
633,16,-13.80205,8.27698333,279
252,7,-14.6068617,8.52083667,293
395,13.1,-14.1232167,8.2872,116
633,16,-13.8038,8.27716667,278
633,16,-13.8042333,8.27721667,278
896,13.6,-14.2373983,8.37564833,293.8
300,17,-14.6893667,8.50078333,293
896,13.7,-14.2383483,8.37593667,294.3
300,17,-14.6909,8.50121667,293
300,17,-14.69145,8.50136667,293
896,13.8,-14.2401017,8.37644167,293.8
300,17,-14.6923,8.50161667,293
252,6.9,-14.6091683,8.52148,292.1
252,6.9,-14.61006,8.52173,293.1
300,16.9,-14.6948,8.50233333,293
252,6.9,-14.6104183,8.521825,292.5
300,16.9,-14.6962,8.50271667,292
633,16,-13.8126167,8.27808333,278
896,13.8,-14.243515,8.37744833,294.2
300,16.9,-14.6965333,8.50281667,292
300,16.9,-14.6975,8.50308333,292
896,13.8,-14.2444733,8.37774333,295
300,16.9,-14.6978167,8.50316667,292
896,13.8,-14.245345,8.37800667,294.4
300,16.9,-14.6987,8.50341667,292
252,6.9,-14.611845,8.52222167,292.6
633,16.1,-13.8157,8.27841667,278
395,13,-14.1143667,8.2843,115
272,0,-14.612455,8.36705,151.3
300,16.9,-14.7022167,8.50436667,292
300,16.9,-14.7025333,8.50446667,292
300,16.9,-14.7034167,8.50473333,292
395,13,-14.1111833,8.28328333,115
300,17,-14.7048167,8.5051,292
896,13.7,-14.2505667,8.37956167,294.6
300,16.9,-14.70515,8.5052,293
633,16.1,-13.82235,8.27913333,279
395,13.1,-14.10955,8.28276667,115
896,13.7,-14.2522217,8.38004167,293.7
633,16.2,-13.8236833,8.27928333,279
395,13.1,-14.1075667,8.28216667,115
896,13.6,-14.253955,8.38054167,293.5
300,17,-14.7100167,8.50661667,293
633,16.2,-13.8272333,8.27973333,280
395,13.2,-14.1042667,8.28111667,115
896,13.6,-14.2582133,8.38177167,292.8
633,16.1,-13.8325333,8.28041667,280
300,17,-14.7159167,8.5083,292
896,13.6,-14.26091,8.38255667,293.4
633,16.1,-13.8351667,8.28073333,280
300,16.9,-14.71925,8.50918333,291
300,16.9,-14.71925,8.50918333,291
633,16.1,-13.8356167,8.28078333,279
633,16.1,-13.8382667,8.28108333,279
896,13.7,-14.2643867,8.38357,293.1
300,17,-14.7228833,8.51008333,290
633,16.1,-13.8409,8.28141667,280
633,16.1,-13.8421167,8.28158333,280
300,16.8,-14.7272,8.51111667,289
633,16,-13.8434333,8.28176667,280
633,16,-13.84475,8.28193333,280
252,7,-14.624215,8.52564833,293.4
300,16.7,-14.7297333,8.51166667,288
633,15.9,-13.8473667,8.28226667,280
633,15.8,-13.8512833,8.28268333,278
633,15.8,-13.8521667,8.28276667,278
633,15.9,-13.8552167,8.28305,278
633,16.2,-14.11515,8.3395,293
633,16.2,-14.11515,8.3395,293
633,16.1,-14.12,8.34088333,293
633,16.1,-14.12,8.34088333,293
633,16.1,-14.1212333,8.34123333,293
633,16.1,-14.1212333,8.34123333,293
633,16.1,-14.1224667,8.34158333,293
633,16.1,-14.1224667,8.34158333,293
395,14.1,-13.8667,8.22405,92
395,14.1,-13.8667,8.22405,92
896,13.3,-14.4971517,8.44445,292.4
896,13.3,-14.4971517,8.44445,292.4
222,9.9,-14.8741,8.4755,91
222,9.9,-14.8741,8.4755,91
633,16,-14.1310333,8.3441,293
633,16,-14.1310333,8.3441,293
896,13.4,-14.5039317,8.44627333,291.3
896,13.4,-14.5039317,8.44627333,291.3
252,7.3,-14.74861,8.55951833,292.3
252,7.3,-14.74861,8.55951833,292.3
633,15.8,-14.1371167,8.3459,294
633,15.8,-14.1371167,8.3459,294
395,13.3,-13.8530833,8.22375,91
395,13.3,-13.8530833,8.22375,91
633,15.8,-14.1383167,8.34626667,294
633,15.8,-14.1383167,8.34626667,294
395,13.3,-13.8519833,8.22373333,90
395,13.3,-13.8519833,8.22373333,90
633,15.8,-14.1395333,8.34661667,293
633,15.8,-14.1395333,8.34661667,293
222,9.9,-14.8644667,8.47538333,91
222,9.9,-14.8644667,8.47538333,91
222,9.9,-14.8630667,8.47533333,91
222,9.9,-14.8630667,8.47533333,91
395,13.1,-13.8476,8.22368333,90
395,13.1,-13.8476,8.22368333,90
395,13.1,-13.84615,8.22368333,90
395,13.1,-13.84615,8.22368333,90
395,13.1,-13.84505,8.22366667,90
395,13.1,-13.84505,8.22366667,90
395,13.1,-13.8429667,8.22365,90
395,13.1,-13.8429667,8.22365,90
85,15.5,-14.9322383,8.47634,88.6
896,12.5,-14.7243633,8.50607667,279.5
896,12.6,-14.725145,8.50616333,278.9
633,15,-14.4033333,8.41943333,292
896,12.6,-14.72947,8.50645167,275.3
633,15.1,-14.4076167,8.42063333,292
633,15.1,-14.4111,8.42163333,293
896,13,-14.74658,8.50721333,273.4
633,15.1,-14.4332167,8.42801667,292
633,15.2,-14.4343833,8.42833333,292
85,15.6,-14.88962,8.476685,88.9
124,12.2,-13.8152867,8.28180667,276.8
633,15.2,-14.44025,8.42993333,292
124,12.1,-13.8161233,8.281875,277.2
222,10.4,-14.6661833,8.45606667,110
896,12.8,-14.7626933,8.507835,272.7
124,12.1,-13.8168767,8.28194,277.1
633,15.2,-14.4414333,8.43026667,293
633,15.3,-14.4418167,8.43038333,293
252,7.4,-14.8897967,8.59509833,296.7
124,12.1,-13.817795,8.28202333,277.3
85,15.6,-14.8831133,8.476755,89.1
633,15.3,-14.4433833,8.43083333,293
124,12.1,-13.8193817,8.28217167,278
124,12.1,-13.8218883,8.28240833,277.9
252,7,-14.8945133,8.59671833,298.1
252,6.8,-14.9019983,8.59916333,298.4
633,15.4,-14.4708667,8.43861667,293
85,15.3,-14.8490933,8.47688667,89.6
896,12.4,-14.7927033,8.50808333,270.1
222,10.5,-14.6429833,8.45008333,112
85,16.1,-14.6148233,8.441215,116.5
85,16.1,-14.6148233,8.441215,116.5
124,12.4,-14.038645,8.32256667,292.2
124,12.4,-14.038645,8.32256667,292.2
633,14.9,-14.7101167,8.50276667,293
633,14.9,-14.7101167,8.50276667,293
85,15.9,-14.6089883,8.439245,116.9
85,15.9,-14.6089883,8.439245,116.9
896,11.5,-14.9959267,8.51098833,253.4
896,11.5,-14.9959267,8.51098833,253.4
896,11.5,-14.9968283,8.51075833,248.7
896,11.5,-14.9968283,8.51075833,248.7
222,10,-14.4845333,8.39943333,116
222,10,-14.4845333,8.39943333,116
222,10,-14.4807833,8.39818333,116
222,10,-14.4807833,8.39818333,116
633,14.9,-14.7250833,8.50701667,291
633,14.9,-14.7250833,8.50701667,291
85,15.2,-14.5774967,8.42900333,114.6
85,15.1,-14.5769183,8.42884333,113.6
222,9.9,-14.4659167,8.39376667,113
633,15.1,-14.7484833,8.50795,273
124,12.4,-14.0705383,8.33116833,290.3
85,15.2,-14.5726817,8.42775667,111.2
85,15.2,-14.571505,8.42744,111.8
633,15.2,-14.75105,8.50801667,272
222,9.9,-14.4618833,8.3926,113
85,15.3,-14.569155,8.42679,112.4
633,15.2,-14.7548833,8.50808333,271
633,15.2,-14.7561667,8.50811667,271
85,15.2,-14.5657417,8.425835,112.8
124,12.4,-14.0770083,8.33296167,291.6
124,12.4,-14.07852,8.33339167,292.1
633,15.4,-14.7612833,8.50826667,272
85,15.2,-14.5610567,8.42452667,112.6
85,15.2,-14.5597867,8.42418167,112.5
222,9.8,-14.4544167,8.39031667,115
85,15.2,-14.5574467,8.42353167,112.5
633,15.3,-14.7677333,8.50841667,271
85,15.2,-14.5551933,8.42291833,112.3
633,15.2,-14.7715667,8.5085,271
633,15.2,-14.7719833,8.5085,271
633,15.3,-14.7741167,8.50855,271
85,15.3,-14.54934,8.42128,112.6
633,15.3,-14.7753,8.50856667,271
576,0,-14.6130867,8.368855,262.1
633,15.4,-14.77745,8.5086,271
633,15.4,-14.7778833,8.50861667,271
633,15.4,-14.7783167,8.50861667,271
124,12.4,-14.0928533,8.33737167,290.6
85,15.3,-14.5452233,8.42015333,112.3
222,9.8,-14.4465,8.38778333,115
85,15.3,-14.5439483,8.41980333,112.3
222,9.9,-14.44575,8.38755,115
85,15.3,-14.5433583,8.41963333,112.7
633,15.5,-14.7817833,8.50863333,270
471,0,-14.61317,8.36854833,224.8
124,12.4,-14.096115,8.33827667,291.6
85,15.3,-14.5410067,8.41896667,113
633,15.5,-14.7835167,8.50863333,270
85,15.3,-14.5404217,8.41880333,112.8
633,15.5,-14.7843833,8.50863333,270
124,12.4,-14.097625,8.3387,291.4
633,15.5,-14.7856833,8.50865,270
85,15.3,-14.5387517,8.41834167,112.5
85,15.3,-14.5380683,8.418155,112.4
633,15.6,-14.7869833,8.50866667,271
222,9.9,-14.4420333,8.38635,116
85,15.3,-14.5375733,8.41801833,112.4
633,15.5,-14.78785,8.50868333,271
633,15.5,-14.7882833,8.50868333,271
222,9.9,-14.4407833,8.38595,116
633,15.5,-14.7895833,8.5087,271
222,9.9,-14.4402833,8.38578333,116
633,15.4,-14.7908833,8.50871667,271
124,12.4,-14.10242,8.34,290.3
222,10,-14.43905,8.38536667,116
272,0,-14.6124067,8.36710167,301.7
633,15.4,-14.7934667,8.50875,270
124,12.4,-14.1040233,8.34042333,290.5
633,15.4,-14.7939,8.50875,270
633,15.4,-14.7947667,8.50875,270
85,15.3,-14.5305167,8.41601833,113.5
222,10,-14.4370667,8.38468333,116
124,12.4,-14.105715,8.34086833,290.8
633,15.3,-14.7964667,8.50876667,270
633,15.2,-14.7973167,8.50876667,270
222,10,-14.4358167,8.38426667,116
633,15.1,-14.7977333,8.50876667,270
124,12.4,-14.1072333,8.34127833,290.8
85,15.3,-14.5274883,8.415145,113.5
85,15.3,-14.5270033,8.41500167,113.8
633,15,-14.7989833,8.50876667,270
633,15.1,-14.7998333,8.50878333,270
222,10,-14.4345833,8.38385,116
633,15,-14.8011,8.50878333,270
471,0,-14.6131683,8.36855,212
85,15.2,-14.5240017,8.414115,113.9
85,15.3,-14.523415,8.41394333,113.9
633,15,-14.8031833,8.5088,270
85,15.2,-14.522835,8.41377167,113.9
222,10,-14.4320667,8.38303333,115
124,12.4,-14.111995,8.3426,290.6
85,15.3,-14.5217683,8.41346,113.9
222,10.1,-14.4315667,8.38286667,115
85,15.2,-14.5206167,8.41311167,114.2
222,10,-14.4308,8.38263333,115
222,10.1,-14.4282833,8.3818,116
222,10.1,-14.4247,8.38058333,116
222,10.2,-14.42345,8.38016667,116
85,15.1,-14.5083783,8.40948167,114
471,0,-14.6131667,8.36854833,189.4
222,10.2,-14.4209167,8.3793,116
85,15.1,-14.5050167,8.40847833,114.3
85,15.2,-14.5038667,8.40813,114.5
222,10.2,-14.4193833,8.37878333,117
85,15.1,-14.5015883,8.40741833,115
222,10.2,-14.41685,8.37791667,117
85,15,-14.4981717,8.40639667,113.8
222,10.3,-14.4158167,8.37756667,117
85,14.9,-14.4959133,8.40571667,114.5
222,10.3,-14.41455,8.37713333,117
85,14.9,-14.4947933,8.40536333,115
633,14.9,-14.83505,8.50895,270
222,10.3,-14.4132833,8.3767,117
85,14.9,-14.4925683,8.40463667,116
222,10.3,-14.412,8.37625,117
633,14.8,-14.8391833,8.50896667,270
633,14.9,-14.8404167,8.50898333,270
124,11.6,-14.31216,8.39637667,291.7
471,0,-14.613155,8.36854167,241.9
85,12.8,-14.0904283,8.26857333,116
85,12.8,-14.0888417,8.26805,116
85,12.9,-14.0871717,8.26748333,116.4
222,9,-14.0815,8.27533333,113
576,0,-14.6130667,8.36884667,309.5
85,12.9,-14.08566,8.26696667,116.6
222,8.8,-14.0803833,8.27501667,113
124,12.1,-14.5389233,8.45823333,290.3
85,12.9,-14.0840667,8.266425,116.5
85,12.9,-14.0823967,8.26585167,116.9
222,8.7,-14.0783833,8.27436667,113
85,12.9,-14.0808767,8.26534667,116.3
222,8.6,-14.0773167,8.27403333,113
124,12.1,-14.5436583,8.459455,289.4
85,12.9,-14.079185,8.26482833,115
222,8.5,-14.0761167,8.27368333,113
85,12.9,-14.077625,8.26437167,113.8
222,8.4,-14.0750667,8.27336667,113
124,12.2,-14.5499867,8.461075,290.3
85,13,-14.0727383,8.26300333,112.7
124,12.1,-14.554695,8.462345,290.9
222,8,-14.0688,8.27155,113
124,12.1,-14.5562517,8.46277833,291.7
222,7.9,-14.0677833,8.27125,113
222,7.9,-14.0667667,8.27095,113
124,12,-14.56092,8.46405667,290.5
85,13.1,-14.0611317,8.25961667,113
272,0,-14.612375,8.36708,119.1
124,11.9,-14.56403,8.46486167,289.3
85,13.2,-14.0577067,8.25863333,113.3
222,7.7,-14.0627833,8.26976667,113
222,7.7,-14.0624,8.26965,113
85,13.2,-14.0560333,8.25814667,113.2
85,13.2,-14.0551133,8.25788333,113.1
222,7.7,-14.0614167,8.26935,113
222,7.7,-14.0608333,8.26918333,113
124,12,-14.5686983,8.466045,290.4
85,13.2,-14.0526783,8.25719,113.1
471,0,-14.61317,8.36856,275.3
124,12,-14.5701767,8.46642833,289.8
222,7.6,-14.0579,8.26835,113
85,13.2,-14.0477417,8.25573167,113.7
222,7.5,-14.0555833,8.26766667,113
222,7.5,-14.055,8.26748333,113
124,11.9,-14.5789117,8.46864333,289.3
85,13.3,-14.0417583,8.25399167,112.7
85,13.3,-14.0375083,8.25279667,112.8
222,7.5,-14.0509833,8.26618333,113
124,11.9,-14.5883033,8.47089333,289.4
222,7.4,-14.0473833,8.26511667,113
85,13.4,-14.029725,8.250605,111.2
124,11.8,-14.5920783,8.471885,291
85,13.4,-14.0263033,8.24980667,108.7
124,11.9,-14.594305,8.47249167,290.7
124,11.9,-14.5951533,8.47271667,290.5
222,7.5,-13.9227833,8.22768333,114
222,6.9,-13.9141,8.22608333,96
222,6.9,-13.9055333,8.22598333,89
222,7.1,-13.9025333,8.22596667,89
281,10.8,-14.6332267,8.44206333,114.5
597,19.6,-14.8131167,8.47546667,89
561,13.7,-14.4129833,8.37866667,116
202,13.4,-14.01565,8.25191667,117
805,12.3,-14.5964433,8.475205,295.2
202,13.3,-14.0106833,8.25025,116
935,12.9,-14.28033,8.33416333,112.2
231,13,-14.5917833,8.48203333,293
935,12.9,-14.276915,8.333265,112
935,13,-14.27608,8.33304333,111.9
629,14.1,-14.1129467,8.33998667,293.7
935,13,-14.2754133,8.33286333,112.1
805,12.5,-14.6044367,8.47745,291.1
935,13,-14.2743283,8.33257,112.1
935,13,-14.2736583,8.33239,112.1
231,12.8,-14.5967,8.48335,289
805,12.4,-14.6059783,8.47782333,290.3
935,13,-14.2718167,8.33189333,112
231,12.9,-14.5985667,8.48376667,289
561,13.6,-14.3939333,8.3725,115
935,13,-14.2686333,8.33103333,112.2
561,13.6,-14.3906,8.37143333,116
935,13,-14.2652733,8.33016333,111
935,13.4,-13.862925,8.22472,91.2
712,12.2,-14.7764667,8.47621667,90
935,14.1,-13.805145,8.22342333,91.5
370,13,-14.76583,8.47617833,91.2
712,12.5,-14.3307167,8.34925,115
370,13,-14.76384,8.47615667,90.7
712,12.5,-14.3291333,8.34875,115
354,13.1,-14.0062517,8.31414667,295
370,13,-14.7621233,8.47614333,90.5
370,12.9,-14.7585217,8.47614,89.5
712,12.5,-14.32435,8.34731667,114
370,13,-14.7549933,8.47616167,88.9
354,13.1,-14.0145283,8.31665167,293.3
370,13,-14.7531017,8.47617167,89.5
236,8.2,-14.10342,8.38437167,292.5
354,13.2,-14.0170633,8.31737333,292.9
354,13.2,-14.017915,8.31760833,292.8
394,11.9,-14.4562833,8.3881,113
712,12.6,-14.3173667,8.34515,115
236,7.6,-14.1055083,8.38489167,292.1
712,12.5,-14.3157833,8.34465,115
712,12.5,-14.3148333,8.34435,115
354,13.2,-14.021305,8.318555,293.3
712,12.5,-14.3142167,8.34413333,115
712,12.5,-14.3132667,8.34383333,115
394,11.9,-14.4517333,8.38679833,113
370,13,-14.7441033,8.47619167,88.6
236,7.6,-14.1085167,8.385645,291.7
712,12.5,-14.3110833,8.34311667,116
236,7.7,-14.10896,8.385755,289.1
370,13.1,-14.7413917,8.47623667,88.3
370,13.1,-14.7405717,8.47625667,88
712,12.5,-14.3085167,8.34226667,116
370,13.1,-14.73948,8.47627667,88.7
236,7.4,-14.111475,8.38636833,290.1
354,13.2,-14.0296783,8.32101667,294.8
712,12.4,-14.3054,8.34125,115
272,0,-14.6124183,8.36708833,8.2
354,13.2,-14.03134,8.32154167,295.3
370,12.9,-14.7350767,8.47617,93.7
712,12.4,-14.3038333,8.34075,115
354,13.2,-14.033005,8.32206833,295.2
354,13.2,-14.03384,8.32232167,294.6
354,13.2,-14.0346767,8.32256833,294
712,12.4,-14.3007167,8.33976667,115
354,13.1,-14.0363617,8.32302833,292.3
712,12.4,-14.3001667,8.3396,115
370,12.7,-14.7297883,8.47550333,103.5
712,12.3,-14.2991667,8.33928333,115
471,0,-14.61317,8.36855333,29.7
712,12.3,-14.2945,8.33781667,115
236,7.1,-14.1202083,8.38872667,297.3
394,11.7,-14.4321333,8.38105,115
394,11.7,-14.4321333,8.38105,115
354,13.1,-14.046745,8.32546667,289.8
236,7.1,-14.12211,8.38929167,293.5
354,13.1,-14.046745,8.32546667,289.8
370,12.4,-14.7192867,8.4728,113.5
236,7.6,-14.123035,8.38953333,290.7
354,13.2,-14.0518783,8.326735,289.9
370,12.5,-14.7152583,8.47172333,112.1
236,7.7,-14.12506,8.39004333,289.2
394,11.7,-14.4248667,8.37884833,115
394,11.7,-14.4248667,8.37884833,115
236,7.7,-14.12506,8.39004333,289.2
354,13.1,-14.0535183,8.32711667,288.8
354,13.2,-14.0518783,8.326735,289.9
370,12.5,-14.7152583,8.47172333,112.1
236,7.7,-14.127015,8.39053667,291.3
394,11.7,-14.4219483,8.37791667,115
712,12.4,-14.2814,8.33373333,114
394,11.6,-14.4204833,8.37746667,115
394,11.6,-14.4204833,8.37746667,115
354,13.1,-14.0586767,8.32832,291
712,12.4,-14.2788833,8.33295,114
354,13.1,-14.0621167,8.329275,293.2
712,12.5,-14.2757167,8.33196667,115
354,13.1,-14.0637217,8.32969167,293.3
354,13.1,-14.0645617,8.32992333,293.4
354,13.1,-14.0645617,8.32992333,293.4
370,12.7,-14.70398,8.46858667,112
354,13.1,-14.0654017,8.33016833,293.3
712,12.6,-14.2709833,8.33045,115
354,13.1,-14.06878,8.33115667,293.1
712,12.6,-14.27035,8.33025,115
354,13.2,-14.06963,8.33139167,292.9
370,12.5,-14.69915,8.46721667,113.7
354,13.1,-14.0704717,8.331625,293.2
370,12.6,-14.698345,8.46698833,113.8
712,12.6,-14.2678167,8.32941667,116
354,13.2,-14.0722317,8.33211333,293.2
712,12.6,-14.2668667,8.32911667,116
394,11.6,-14.40735,8.373415,114
354,13.2,-14.073805,8.33259667,293.1
